universities_id,universities_name
200518.0,ЛПА (LPA)
200465.0,"БМА (BSA, бывш. БРИ, BKI)"
200454.0,СГА (филиал)
200365.0,РККНЕУ
200056.0,Александрийский пед. колледж им. В.О Сухомлинского
199915.0,Львівська комерційна академія
199473.0,КГУСТА (бывш. ФПИ)
199367.0,ДВГУ
199153.0,Союз журналистов 
198653.0,СГУ
198580.0,АГАХ
198531.0,ЧИБиУ
198441.0,КТИЛП
198199.0,Мореманский
197950.0,Uni Bielefeld
197947.0,АЭУ
197943.0,"ХИРЭ, ХТУРЭ, ХГТУРЭ"
197859.0,Гомельский кооперативный институт
197664.0,ИГПУ
197586.0,Алматинский нархоз
197362.0,СПбГУП (СФ)
197358.0,РГОТУПС (ВФ)
197278.0,Филиал РГСУ (бывш. ТФ МГСУ)
197273.0,РГОТУПС (ТФ)
197213.0,СГА
197178.0,РУДН (БФ)
197137.0,UDC
196775.0,СПбГАУ (КФ)
196766.0,ЦГО НАНУ
196759.0,ВУЭМ (СУЕМ)
196726.0,ЦИППО АПНУ
196721.0,НГПИ
196718.0,МУ им. С.Ю. Витте (бывш. МИЭМП) (КФ)
196713.0,ИЗИТ при НАУ
196536.0,ИЭПП
196531.0,МИЭП (МФ)
196528.0,МУФ (ДФ)
196524.0,ЗНУИ
196520.0,ИВТ СО РАН
196515.0,СФУ (филиал)
196505.0,ТЭЮИ (НФ)
196493.0,РГГУ (СФ)
196483.0,НА СБУ
196478.0,ВДС
196477.0,ИИСиП
196472.0,ХГПИ
196456.0,ЕАОИ
196446.0,ЦНИИ РТК
196415.0,Гуманитарная академия
196369.0,ИП им. Узнадзе АН Грузии
196350.0,СПбИГК ВКА им. А. Ф. Можайского
196217.0,ВЮИ ФСИН РФ (КФ)
196214.0,ИЛ СО РАН
196205.0,РИСК (RISC)
196191.0,МЭСИ (ИФ)
196012.0,ОШТУ
195777.0,Костопольское медучилище
195702.0,ТВОКУ
195366.0,АГЭУ (ГФ)
195277.0,КФ ОГУ
195205.0,Оренбургский кооперативный техникум
194857.0,Санкт-Петербургский Государственный Технический университет
194646.0,ЭПИ МИСиС
194505.0,Сингидунум
194419.0,центральный Институт Бурунди
193987.0,Гуковский горный техникум
193493.0,ЭГИ им. Гугушвили
193357.0,СХТ
193251.0,IIT DELHI
193151.0,МГУС
193067.0,Немишаївський агро-технічний коледж
192978.0,АПУ (ЧФ)
192964.0,РГГУ (ТФ)
192757.0,БУПК (НФ)
192717.0,ВСП НАУ ИЭК
192636.0,СКУД
192608.0,Энергетический техникум
192577.0,СГГА (БФ)
192445.0,とだい
192263.0,СПбАУиЭ (ПФ)
191778.0,ПМУ
191765.0,пту 8
191547.0,ФГОУ ВПО ОФ ЯГСХА
191391.0,ЕАОИ (ДФ)
191387.0,МСГИ (НФ)
191339.0,ТГУ (гуманитарный)
191226.0,МВИЗРУ ПВО (до 1993 г.)
191199.0,КГТА им В.А.Дегтярёва
191124.0,ЧПБИ
191006.0,"институт управления ""гладзор"""
190817.0,УСЗ (ЧФ)
190814.0,ИПК
190505.0,Академия социальных наук
190494.0,ТюмГУ (ТФ)
190028.0,АГУ
189903.0,Институт дошкольной подготовки
189565.0,Uni Hannover (LUH)
189278.0,СГАУ им. Н. И. Вавилова (представительство)
189215.0,ГГТУ
188678.0,ПУ 55
188517.0,University of Westminster
188187.0,Тверской государственный университет
187920.0,КГАМиТ
187901.0,ХИКиМШИ
187759.0,УлГПУ
187488.0,УФ ВолГУ
187480.0,Киевский авиационный техникум
186895.0,СПбГУСЭ (пред-во)
186701.0,лубенское медучилище
186682.0,VGTU
186633.0,Житомирский ДПІ
186478.0,ПТУ №13
186435.0,сельхоз техникум
186419.0,ИНДУСТРИАЛЬНЫЙ ТЕХНИКУМ
186248.0,ТСЭИ
186208.0,ТПИ
185751.0,УГТУ-УПИ (представительство)
185686.0,ЛФ ЛНМУ им. Д. Галицкого
185140.0,АГМТ
184777.0,WU (Западный)
184498.0,КГПУ
184460.0,Аграрно-технический колледж
184229.0,ЧТИ ИжГТУ
184221.0,ССХТ
183338.0,Шандонский Университет
183098.0,ученик
182899.0,КИБиТ (ЖФ)
182623.0,Felsted
182241.0,Сигаро-сворачивательный институт
182176.0,ЗУЭПУ
182150.0,УСЗ
182098.0,ОМУ РП
182034.0,РГТЭУ
181978.0,ПУ-5
181808.0,vadybos ir ekonomikos universitetas
181240.0,КГПУ
181238.0,Мед №2
181178.0,Педагогический колледж №1 им. К.Д. Ушинского.
180950.0,ТНТУ им. Пулюя
180944.0,"ЗАО ""Адыгея-Сервис"""
180882.0,РИС КИСУ
180808.0,КАЗГАУ
180735.0,San Francisco Art Institute
180733.0,California Institute of Integral Studies
180729.0,Fashion Institute of Design & Merchandising - San Francisco Campus
180726.0,Golden Gate University
180724.0,City College of San Francisco
180721.0,San Francisco Conservatory of Music
180715.0,University of San Francisco
180714.0,Academy of Art University
180423.0,Университет Толледо
179919.0,спортивный техникум
179648.0,МаГУ (КФ)
179599.0,МИМ
179560.0,КИМЭП
179543.0,МФПА (ОФ)
178940.0,ДУшанбинский индустриальный техникум
178662.0,Kvechtitlana
178291.0,РИИЖТ
178288.0,пединститут
178029.0,Полтавский институт экономики и права
178028.0,ПФ МАУП
178026.0,ПФ НЮАУ им. Ярослава Мудрого
178021.0,"ПИЭМ ""Светоч"""
177756.0,ТГПУ им. Низами
177732.0,КУ (CU)
177718.0,Academy football Sporting
177589.0,ГИУЭВР
177580.0,МАГУ
177558.0,"ИСЗЗИ НТУУ ""КПИ"""
177526.0,АГТУ
177509.0,ИБФ СО РАН
177462.0,РГУПС
177440.0,ПИ СФУ (КГТУ)
177340.0,ЛИТ (Лидский Индустриальный техникум)
177180.0,БКТ
176982.0,Педагогический колледж
176869.0,Орехово-Зуевский индустриальный техникум
176652.0,СамГИИЯ
176518.0,БрГТУ
176390.0,Uni Münster
176333.0,Мукачевский кооперативный финансово - комерческий техникум
176307.0,Школа
176204.0,КНУКиИ (филиал)
176168.0,ИЯ им. Потебни НАНУ
176164.0,ИПО КНУ им. Шевченко
176134.0,Pécsi Tudományegyetem (PTE)
176027.0,СПТУ-19
175948.0,1 ЛМИ. Им.В.И.Павлова
175858.0,РАС ЮРГУЭС
175783.0,ВПУ-3
175734.0,МИПК при ПУПКУ
175657.0,Lahden ammattikorkeakoulu
175417.0,арбузолитейный
175386.0,ТУТ
175379.0,Школа №5
175194.0,ГАСУА (ДАСОА)
175184.0,ИДПО НУВХП
174715.0,ИМБиТ
174536.0,ГГУ
174441.0,СПГЭТУ
174435.0,Торгайский аграрно-технический колледж
174165.0,Bergische Universität Wuppertal
174126.0,ПИБ МНТУ
174003.0,КТИ (филиал ВолгГТУ)
173887.0,КубГАУ
173685.0,хлт
173164.0,International University of Monaco
173131.0,УГНТУ
172958.0,IPPT
172748.0,Turiba (BAT)
172667.0,КГМА им. И. Ахунбаева
172637.0,новомосковский кооперативный экономико-правовой техникум
172479.0,Колледж экономоки и туризма
172385.0,Донской Техникум Информатики и Вычислительной Техники
172186.0,КФ ВГИФК (до 1986 г.)
172156.0,РБШ (RBS)
171995.0,"КА ""Шаг"" (ЛФ)"
171993.0,"ЛФ КА ""Шаг"""
171991.0,"КА ""Шаг"" (ЗФ)"
171987.0,"КА ""Шаг"" (ХФ)"
171985.0,"НФ КА ""Шаг"""
171982.0,"КА ""Шаг"" (МФ)"
171949.0,"КА ""Шаг"" (ДФ)"
171945.0,"КА ""Шаг"" (ДФ)"
171937.0,"КА ""Шаг"" (ОФ)"
171770.0,ЦАУ (филиал)
171673.0,ЧВИТ
171440.0,Инжекон
171438.0,СГА Старооскольский филиал
171211.0,УВВАУЛ
171190.0,КНУКиИ (КНУКиМ) (филиал)
171096.0,Гармония
171078.0,ИУВ НМХЦ им. Пирогова
170966.0,пу-40
170952.0,ТГУ
170879.0,ТГУС
170834.0,КЮИ ХНУВД
170774.0,БМК
170669.0,ИСХТ
170661.0,Finch College
170608.0,ВГИ
170536.0,ШИ (ф) ЮРГТУ (НПИ)
170412.0,УИКП
170409.0,"МИПО НТУ ""ХПИ"""
170397.0,ИМЭМО НАНУ
170382.0,ТАДИ
170358.0,Metropolia Ammattikorkeakoulu (EVTEK)
170311.0,ПАВЛОГРАДСКОЕ МЕДИЦИНСКОЕ УЧИЛИЩЕ
170296.0,Вяземское медицинское училище
170282.0,ИПО-побут
170274.0,ИМБиГ НАНУ
170269.0,КНУ им. Шевченко
170235.0,УрГСХА (КФ)
170085.0,Свято-Алексеевская Иваново-Вознесенская ПДС
170028.0,ТСХИ (ф) НГАУ
169854.0,ПФ ЮИ МВД РФ
169845.0,МИЭП (ЕФ)
169840.0,МИЭП (ННФ)
169811.0,"Казахстанский университет ""Алатау"" (бывш. КИнЭУ, КРМУ)"
169809.0,ТВВКУС (до 1999 г.)
169794.0,МГИ (закрыт)
169759.0,МИПК при МГТУ им. Баумана
169722.0,ПОМИ РАН
169716.0,ГНИИ РНС ФНС РФ
169699.0,ИМПЭ им. А.С.Грибоедова (ПФ)
169681.0,ИМиМ УрО РАН
169469.0,American Samoa Community College
169467.0,Grand Rapids Community College
169339.0,агроколедж
169315.0,АПК и ППРО
169174.0,ИСПТ
169110.0,FH Flensburg
169032.0,АМУ
168938.0,WSAP Białystok
168688.0,Cambridge College of Learning
168640.0,Академия туризма
168261.0,"ТГЭУ (бывш. ТИНХ, Нархоз)"
168202.0,НУК им. Макарова (КФ)
168195.0,ИРЭ СПбГУТ (ВТУЗ)
168173.0,ИВТ НАУ (на базе КК НАУ)
168167.0,"КБИ при НТУУ ""КПИ"""
168158.0,БИП
168131.0,НВИ ВВ МВД
168121.0,ГОУ ДПО ВИМПСР
168077.0,ESM
168065.0,СибУПК (ОФ)
167867.0,МосАП (КФ)
167838.0,НАДУ (НАГУ) при Президенте Украины
167832.0,МПСИ (КФ)
167751.0,СПбАУЭ (КФ)
167748.0,СВВАУЛШ
167743.0,МПСУ (ЧФ)
167700.0,СПбГУФК (ННФ) им. Лесгафта
167685.0,АГИУВ
167682.0,КГПИ им. Мукимий
167678.0,НАПУ (НАПУ)
167672.0,МИЭП (ОФ)
167663.0,Угту-Упи
167657.0,ИПД
167583.0,АФП
167495.0,ОВОКДКУ
167464.0,ЯНГИ (филиал ТГНГУ)
167455.0,СЮИ ФСИН РФ
167405.0,Universidad de Guadalajara (UDG)
167314.0,РВВКУС
167296.0,МГА им. Ушакова (РФ)
167195.0,КИ ДУЭП
167091.0,КГПИ
166661.0,НТУ
166486.0,АГУ
166426.0,ЮСИТ
166314.0,СамГУ (представительство)
166253.0,ТАНГ
166067.0,ОмЮИ
165899.0,МГЭИ
165846.0,BerufSchule
165766.0,ПУ 130
165512.0,сш №1
165421.0,ГрСХИ
165355.0,не хочу учиться!хочу жениться!
165336.0,Fordham University
165330.0,New York University School of Law
165327.0,Manhattan School of Music
165322.0,New York Career Institute
165320.0,Berkeley College - Midtown Manhattan
165309.0,Yeshiva University
165308.0,American Academy McAllister Institute of Funeral Service
165307.0,Art Institute of New York City
165306.0,Katharine Gibbs School
165295.0,School of Visual Arts
165293.0,Berkeley College - Lower Manhattan
165289.0,Barnard College
165287.0,American Academy of Dramatic Arts
165284.0,Boricua College
165170.0,КМТТ
164806.0,МАБиП им. Н. Кручининой
164777.0,ОАТ
164761.0,АСТ
164744.0,ХГУ (бывш. ХПИ)
164652.0,УрГПУ (КФ)
164409.0,СумГПУ им. Макаренко
164126.0,Днепродзержинский индустриальный техникум
164120.0,РосЗИТЛП
164112.0,БОБРОВИЦКИЙ СЕЛЬСЬКОХОЗЯЙСТВЕННЫЙ ТЕХНИКУМ
163829.0,НовГУ им. Ярослава Мудрого
163638.0,ФГОУ ВПО ПЮИ ФСИН РФ
163567.0,ТМУ им. Губиной
163565.0,Димитровградский машиностроительный тезникум
163143.0,STA
163132.0,РИПОДО ЧГПУ (представительство)
163008.0,МГУ
162808.0,техникум
162138.0,СамГАСИ
162035.0,КузГТУ (БФ)
161988.0,ТЮИ МВД РФ (ТФ)
161835.0,ГАСУиА (ЧФ)
161764.0,НГПУ им. Гоголя (ЧФ)
161710.0,ЧИРЭУ
161546.0,ТашПМИ
161516.0,БухГосМИ
161504.0,НКЭМТ
160886.0,ВГИ - СПГГИ им. Г.В. Плеханова (ТУ)
160884.0,Жизненный университет
160810.0,БелГУ
160713.0,New York Institute of Technology
160527.0,Europe Company Corporation
160406.0,великолукская сха
160365.0,СФ ННГУ им.Лобачевского
160272.0,HS Bremen
160245.0,AMD
160092.0,МИПП (СФ)
160023.0,Сыктывкарский государственный университет
159973.0,WIUT
159916.0,МТУ
159864.0,СГУПС (БФ)
159622.0,HAWK (ehem. FH Hildesheim/Holzminden/Göttingen)
159473.0,Uni Greifswald
159364.0,МАУП
159269.0,Кировский политех
159255.0,МОФ МосУ МВД РФ
159102.0,Техникум
158868.0,Филиал ТИУ (ТИИ филиал ТюмГНГУ)
158790.0,batumis baladzis universiteti
158670.0,Eesti Mereakadeemia 
158645.0,Tallinna Ülikool
158643.0,Tallinna Tervishoiu Kõrgkool
158637.0,Tallinna Tehnikaülikool 
158632.0,Tallinna Tehnikakõrgkool 
158630.0,Tallinna Pedagoogiline Seminar 
158628.0,Tallinna Kommertskolledž 
158626.0,Sotsiaal-Humanitaarinstituut
158625.0,Sisekaitseakadeemia
158623.0,Majanduse ja Juhtimise Instituut 
158621.0,Mainori Kõrgkool
158617.0,Euroakadeemia (Euroülikool)
158616.0,Estonian Business School 
158608.0,Eesti Kunstiakadeemia
158607.0,Eesti Infotehnoloogia Kolledž
158604.0,Informaatika ja Arvutustehnika Instituut
158601.0,Akadeemia Nord
158600.0,LEX Rahvusvaheline Sotsiaalteaduste Rakenduslik Kõrgkool
158598.0,Tartu Ülikool
158586.0,КНУКиИ (ЧФ)
158495.0,Eesti Mereakadeemia
158460.0,Isfarai-Bostoni
158457.0,1о ТЕЕ евосмос
158448.0,Tartu Ülikool
158446.0,Tartu Tervishoiu Kõrgkool
158436.0,Eesti Lennuakadeemia
158414.0,"Eesti Maaülikool (EPA, EPMÜ)"
158404.0,Tallinna Tehnikaülikool Tartu Kolledž
158305.0,Tartu Ülikooli Narva Kolledž
158303.0,Majanduse ja Juhtimise Instituut
158301.0,Mainori Kõrgkool
158261.0,Majanduse ja Juhtimise Instituut
158235.0,Tallinna Tehnikaülikool Virumaa kolledž
158233.0,Majanduse ja Juhtimise Instituut
158218.0,Rahvusvaheline Sotsiaalteaduste Rakenduslik Kõrgkool LEX
158186.0,Mainori Kõrgkool
158039.0,Mainori Kõrgkool
157969.0,hj
157939.0,Профучилище № 49
157684.0,АТСиЭ
157488.0,ВИЭМ (ЧФ)
157207.0,Котовский Индустриальный техникум
157143.0,МГИУ (филиал)
156865.0,ДальГАУ
156542.0,Даугавпилсский педагогический институт
156529.0,СГА (ТФ)
156511.0,University of Florida
156202.0,ФерПИ
156153.0,САМГУПС
156010.0,КТМЭ с/х
156009.0,СВИА (СВИРВиА) при СумГУ
155817.0,МТУСИ
155338.0,БГУЭП (БФ)
155315.0,Филиал ЮФУ
155187.0,Кременецкий интеститут имени Т.Шевченка
155054.0,МГОУ (открытый) (ВФ)
155018.0,ВКА им. А.Ф. Можайского
155002.0,БМК
154879.0,FH Osnabrück
154519.0,AZERBAIJAN ECONOMICAL UNIVERSITY
154475.0,ХПИ (СФ)
154017.0,Симферопольский техникум ж/д транспорта
153996.0,123
153988.0,МЭСИ (КФ)
153926.0,СГА (БФ)
153880.0,МГЮИ
153777.0,FH Deggendorf
153699.0,УМЭД
153615.0,Columbia College
153269.0,УЭП (бывш. ХИЭП)
153023.0,а зачем учиться???!!!
152980.0,СибГАУ им. Решетнева (ЖФ)
152933.0,ДВГТУ
152894.0,Pace University
152882.0,"ВШП (PA, филиал)"
152752.0,МГОУ (ВФ)
152719.0,CCLB 
152560.0,НГМУ
152432.0,Атырауский Колледж Бизнеса и Права
152328.0,Техникум
152325.0,пту 18
152291.0,КУ МВД РФ (ЧФ)
152144.0,мкфкт
151975.0,СПЛ№2
151883.0,МГЛУ (МФ)
151524.0,ВИСТех (ф) ВолгГАСУ
151518.0,ЖУха :-)
151449.0,коммерческий техникум
151368.0,лицей речного транспорта
151304.0,ХГТУ
151243.0,ХВВАИУ
151126.0,МАУП (ХФ)
150695.0,СГЭУ (СФ)
150693.0,КУКИиТ
150670.0,Пятигорское медицинское училище
150512.0,Alliant International University - San Francisco Campus
150395.0,British University of Middlesex
150284.0,Draw Academy
150135.0,РГТЭУ (КФ)
150017.0,"""КЭ и У"""
149472.0,Вологодский кооперативный техникум
149169.0,Los Angeles City College
149168.0,Charles R. Drew University of Medicine and Science
149167.0,Otis College of Art and Design
149161.0,Los Angeles County College of Nursing and Allied Health
149156.0,Pacific States University
149154.0,Westwood College (LA Campus)
149149.0,LA College International
149146.0,Southern California Institute of Architecture
149145.0,Los Angeles Southwest College
149143.0,"California State University, Los Angeles"
149136.0,ПТУ№82
149023.0,Yokohama National University
148924.0,La Cujae
148675.0,Pasvik folkehøgskole
148668.0,10000000
148631.0,техникум
148535.0,СГУ (СФ)
148234.0,Кременецкий педагогический коледж
148142.0,ЖФ МГГУ им. М. А. Шолохова
148086.0,Московская Государственная Юридическая Академия
147747.0,ВПУ№41
147370.0,УрГЭУ (филиал)
147204.0,Рейтузный университет
147165.0,ВПИ (ф) ВолГТУ
147046.0,КПИ
146950.0,Suffolk University
146899.0,Академия ФСО
146811.0,КПК
146808.0,Нету
146425.0,РУК (ИФ)
146419.0,ИПБИ Св. Апостола Иоанна Богослова
146184.0,ПУ-14
146127.0,Universidad Nacional Mayor de San Marcos
145843.0,ДВВАКИУ (бывш. УВВАКУ)
145834.0,ВМИИ
145801.0,EKH
145525.0,МУ МВД РФ (БФ)
145408.0,Национальный университет в Буэйнос-Айресе
145331.0,Uni Köln
145157.0,Мишкинское Педагогическое Училище
145114.0,НВК №2
144856.0,Учебное заведение для АНГЕЛОЧКОВ
144760.0,МПТИ (Ф) ЯГУ
144678.0,зош№2
144382.0,Полоцкая государственная гимназия №1
143910.0,7ая фаза))))))
143850.0,Центр Образования №8
143753.0,ХПИ ФСБ РФ
143504.0,ГАСУА (ДАСОА) (ХФ)
143485.0,БСГТ им. В. В. Порыка
143386.0,школа им. Некрасова
143372.0,ФерПИ (филиал)
143324.0,УРИ (филиал МГОУ)
143216.0,СКАГС (МФ)
143200.0,СКГНИ (филиал ВГНА)
143176.0,大阪観光大学
143121.0,СПТУ54
143000.0,Waldorfschule
142873.0,AAU
142783.0,СГУ
142745.0,Террорестический
142727.0,Канашское медицинское училище
142680.0,Школа №1
142608.0,школа № 1
142478.0,Северо-западная академия гос.службы
142336.0,ДонИП
142334.0,РПА КЮИ МЮ РФ
142314.0,ЕПДС
142306.0,МТИ (теологический)
142243.0,Manchester United Football Academia
142139.0,пту 8
142124.0,ВятГГУ (бывш. ВГПУ)
141958.0,BQU (БДУ)
141866.0,ЧНУ им. Б. Хмельницкого
141863.0,МИЭП (КФ)
141849.0,ВКСР
141835.0,МГАВТ (РФ)
141816.0,ОВЗРКУ
141808.0,"ИББ ""Украина"" (до 2000 г.)"
141797.0,САУМК (И)
141741.0,МАЭ РАН
141730.0,ИМЭФ
141723.0,MH Lübeck
141674.0,для дэбилов
141323.0,Budapesti Corvinus Egyetem
140995.0,University of Toronto (UofT)
140986.0,Ухтинский горно-нефтяной колледж
140480.0,СГА
140449.0,КПТ
140414.0,New York Film Academy
140399.0,ИФНМУ
140307.0,горный металургический техникум
140304.0,中国石油大学
140278.0,МУПК
140194.0,CSBE
140109.0,РГППУ (КФ)
140018.0,ВЗФЭИ
139990.0,БУПК (РФ)
139985.0,МГУП (СФ)
139878.0,Промышленно экономический техникум
139478.0,华中师范大学
139414.0,НГАСУ (Сибстрин) (МФ)
139326.0,ՃԿՊԱ (ГАКУ)
139323.0,Евразия МУ
139321.0,ЕГИ
139261.0,Sel Xoz Akademiya
139185.0,УрГУПС (ПФ)
139172.0,Ուրարտու (Урарту)
139167.0,Institute for Advanced Study of Human Sexuality
139166.0,Вечерняя школа
138749.0,МОУ Киреевская СОШ №7
138653.0,Рязанский институт (филиал ) московского открытого университета
138543.0,ЗДУ
138323.0,Мед.училище №1
138249.0,Al-ahlyya Amman University جامعة عمَّان الأهلية
137989.0,Универзитет у Београду
137718.0,СПбГУСЭ (СФ)
137529.0,ГИУА (бывш. ЕрПИ) (ГФ)
137265.0,Школа
137082.0,ГФ СКИБИИТ (АФЭИ)
137051.0,УЮИ МВД РФ (ОФ)
136728.0,Art Institute of Houston
136720.0,College of Biblical Studies
136717.0,Culinary Institute Alain & Marie LeNotre
136715.0,DeVry University
136706.0,ITT Technical Institute
136683.0,АГУ
136506.0,ДГТУ (филиал)
136491.0,МГМИ им.Носова
136351.0,СамСХИ
136333.0,San Francisco State University
136266.0,Восход (филиал МАИ)
136028.0,Che Guevara Institute of Freedom
135907.0,МАУП (КФ)
135839.0,Кинетической энергетики
135547.0,ТАСИ
135511.0,школа № 7
135475.0,ПКИ
135318.0,СФГА (ОФ)
135110.0,РГСУ (ДФ)
135073.0,Салехардский мед коледж
134999.0,шк.№1
134933.0,СШ№9
134530.0,БПУ
134426.0,Universidad de Guayaquil
134310.0,КНЭУ (КФ)
134309.0,GGAU
134304.0,HTW des Saarlandes
134061.0,КГУ им. Хашдеу
134059.0,ТГУ
133994.0,ОМУРЧ в г. Киев (БФ)
133982.0,Универзитет у Нишу
133980.0,Бекабадский индустриальный техникум
133751.0,РМИЭУ
133745.0,СГА
133734.0,УАБС НБУ
133730.0,РАП (ВСФ)
133711.0,АГЭУ (Нархоз)
133643.0,Средняя школа №2
133612.0,МФЮА
133577.0,ERIICTA
133459.0,нет
133336.0,ОНЮА (ТФ)
133331.0,ПВМК им. Рубинштейна
133230.0,UHK
133086.0,НПИ (ф) КубГТУ
133002.0,Гусятинський коледж ТДТУ
132971.0,ОИИ
132933.0,"РМВШЭУ (RSEBAA, филиал)"
132588.0,ТГУЭО (TEUSU)
132519.0,КГПАТК
132327.0,СФУ (АФ №1)
132097.0,ТУСУР
132081.0,BIVŠ
132050.0,НГТУ бф
131925.0,Педколледж
131775.0,Белгород-Днестровский кооперативный техникум (БДКТ)
131575.0,New York College of Podiatric Medicine
131446.0,ТашГТУ им. Беруни (филиал)
131379.0,ЧГИПСТиТ
131357.0,ЯГПУ (РФ)
131125.0,Воздвиженская школа №1
131119.0,Polytehnikum
131113.0,МаГУ
131058.0,Школа 131
131036.0,University of Ottawa
130924.0,ŠU
130904.0,ԵՊԲՀ (ЕГМУ им. Гераци)
130570.0,КНУКиИ (ВФ)
130517.0,УИКП (ИФ)
130394.0,гимназия
130184.0,Чайковский колледж точного приборостроения
130013.0,Арарат
129936.0,СГА (КФ)
129871.0,uofh
129747.0,Philipps-Universität Marburg
129679.0,СЗГЗТУ (бывш. СЗПИ) (ТФ)
129528.0,Кременской профессиональный лицей
129420.0,ЕУФИМБ
129402.0,Государственный Сантехнический Университет Буркина-Фасо
129352.0,Детский сад № 15
129347.0,КЮИ ХНУВД
129194.0,ТГПИИЯ им. Энгельса
129155.0,Manhattan College
128973.0,Школа №1
128956.0,КИИЯ
128856.0,СЗТУ (бывш. СЗПИ) (КФ)
128838.0,Степногорский экономико-технический колледж
128731.0,ТГК им. В. Сараджишвили (филиал)
128675.0,СШ№18
128403.0,МФЮА (представительство)
128270.0,РЛТУ ГА (RAUSS)
128253.0,ЛАСП (LSPA)
128187.0,МГАКХиС (МФ)
127998.0,ДМТ
127944.0,КубГУ (СФ)
127887.0,СКИ (филиал БУПК)
127807.0,РГСУ (УФ)
127703.0,FHöV NRW
127650.0,НИЭУП
127645.0,КГМХУ им. Куренкеева
127579.0,ВПУ им. Х.Каланова
127240.0,СШ№3
127086.0,한양대학교 (Hanyang University)
127058.0,University of Ottawa
126961.0,ИР
126822.0,КСУ (ЧФ)
126815.0,"ЕТИ МГТУ ""Станкин"""
126575.0,ВХМТ
126486.0,"California State University, Fresno"
126485.0,Fresno City College
126482.0,Fresno Pacific University
126267.0,ОМУРЧ (ВМУРоЛ) (ЧФ)
126207.0,Art Institute of California – Hollywood (former California Design College)
126123.0,АНБОП (УФ)
126105.0,ТГТУ (ВФ)
125827.0,школа№1
125815.0,колледж им.П.Ф.Боровского
125476.0,МИЭП (филиал)
125262.0,ТКИ
125252.0,ТюмГНГУ (филиал)
125054.0,The New School (University)
125037.0,ВТУЗ-ЛМЗ (СФ)
124985.0,Tallinna Konservatoorium
124959.0,Светлоградский педагогический колледж
124570.0,таджикский государственный педагогический институт
124365.0,Трубчевский политехнический техникум
123743.0,МГАКХиС (представительство)
123739.0,ГПУ№115.Домодедово
123727.0,Фрунзенский техникум лёгкой промышленности
123648.0,Школа № 22
123367.0,ТГЭУ (УФ)
123199.0,BPI
123196.0,University of Jordan
123193.0,iati
123187.0,АУАС
123137.0,Себряковский технологический техникум
122921.0,Seneca
122805.0,ЖНАЭУ (бывш. ГАУ)
122767.0,ГУМ (USM)
122316.0,Newbury College
122175.0,Los Angeles Valley College
122158.0,КГТУ им. А. Н. Туполева (ВФ)
122146.0,МАУП
122027.0,Bunker Hill Community College
121999.0,Boston Architectural College
121956.0,ВИЭУиП (филиал ЮФУ)
121916.0,ЕУ Гладзор
121893.0,школа №2
121807.0,ТГПИ им. Гогебашвили
121736.0,АГУ (БФ)
121618.0,МГОУ (БФ)
121587.0,ТюмГНГУ (УФ)
121294.0,ПГУ им. Ломоносова (СФ)
121210.0,"UTM (ТУМ, бывш. КПИ им. Лазо)"
120733.0,МГУТУ
120538.0,AMU
120413.0,КФ УрФУ (УГТУ-УПИ КФ)
120321.0,ПГГТК
120282.0,ПАГС им. Столыпина (БФ)
120273.0,city of Bristol college
120236.0,Северодвинский Технический Колледж
120181.0,"London academy of Media, Film & Tv"
120085.0,ЮФУ (ЖФ)
119900.0,РМУ
119786.0,УГЛТУ (СФ)
119779.0,КГУ (бывш. КГПУ) им. Арабаева
119762.0,Институт Екатерины Великой
119389.0,HAMM
119347.0,Звездатое!!!!!
119152.0,Tampereen ammattikorkeakoulu (TAMK)
118878.0,"Университет Грузии (бывш. ГУОН, GUSS)"
118714.0,ТФ РАНХиГС (бывш. СибАГС ТФ)
118642.0,школа №3
118612.0,ХМАПО
118566.0,Alecu Russo
118488.0,ДИЭП
118481.0,ВлГУ (представительство)
118478.0,Политехнический техникум
118364.0,"""Дубна""
"
118295.0,Samuel Merrit College (San Francisco Learning Center)
118272.0,versmes vidurine
118199.0,Вечерне Приходская семенария
118063.0,Професианальный лицей №22
117856.0,ЗЦ ВКГТУ им. Д. Серикбаева 
117831.0,Петр ГУ
117813.0,Школа №4 города Краснознаменска
117651.0,ВГСХА (КФ)
117553.0,НТИ (филиал СевКавГТУ)
117536.0,"DİA (АГУ, быш. БИСУП)"
117508.0,школа #5
117268.0,ПФ ВИБ
117104.0,Delaware County Community College
117032.0,КИИПТ УАП
116831.0,Школа №4
116788.0,КУ МВД РФ
116677.0,ДГУ (филиал)
116649.0,Universiti Teknologi Malaysia
116604.0,ТЭИПО
116590.0,АГПУ (НФ)
116508.0,MIT
116183.0,МИУ (управления)
116175.0,University of Phoenix (LA Campus)
115769.0,АГБ Грузии
115585.0,ГОУ СПО Старорусский Социальный колледж
115502.0,ЖГУ им. Жансугурова
115485.0,пту №18
115060.0,ХТЭТ
114981.0,ИМСИТ (НФ)
114944.0,СТЛ-2
114917.0,Институт Стали и Вышли Отсюда
114885.0,КГПУ им. Астафьева (филиал)
114861.0,Юргинский механический техникум
114845.0,"МГГТК АГУ, АГУ"
114842.0,Костанайский государственный университет
114810.0,Бердичевский Машиностроительный техникум
114794.0,Michigan State University
114633.0,зооветтехникум
114615.0,Колледж Автомобильного Транспорта
